Date,Open,High,Low,Close,Adj Close,Volume,Return,,,,,deviation from mean,(x-mean)²,sum (x-mean)²
11/27/2019,3145.48999,3154.26001,3143.409912,3153.629883,3153.629883,3033090000,,,,,0.021716941,-15.28709758,233.6953523,19796365.8
11/29/2019,3147.179932,3150.300049,3139.340088,3140.97998,3140.97998,1743020000,-0.00401122,0.021760332,0.000473512,,=,-27.93700058,780.4760011,
12/2/2019,3143.850098,3144.310059,3110.780029,3113.870117,3113.870117,3268740000,-0.008631021,,,,Mean,-55.04686358,3030.157189,
12/3/2019,3087.409912,3094.969971,3070.330078,3093.199951,3093.199951,3653390000,-0.006638095,,,,3168.916981,-75.71702958,5733.068568,
12/4/2019,3103.5,3119.379883,3102.530029,3112.76001,3112.76001,3695030000,0.006323568,,,,,-56.15697058,3153.605344,
12/5/2019,3119.209961,3119.449951,3103.76001,3117.429932,3117.429932,3355750000,0.001500251,,,# obs,,-51.48704858,2650.916171,
12/6/2019,3134.620117,3150.600098,3134.620117,3145.909912,3145.909912,3479480000,0.009135724,,,252,,-23.00706858,529.3252044,
12/9/2019,3141.860107,3148.870117,3135.459961,3135.959961,3135.959961,3345990000,-0.003162821,,,Variance,,-32.95701958,1086.165139,
12/10/2019,3135.360107,3142.120117,3126.090088,3132.52002,3132.52002,3343790000,-0.001096934,,,78557.00716,,-36.39696058,1324.738739,
12/11/2019,3135.75,3143.97998,3133.209961,3141.629883,3141.629883,3252540000,0.002908158,,,,,-27.28709758,744.5856941,
12/12/2019,3141.22998,3176.280029,3138.469971,3168.570068,3168.570068,3990690000,0.008575226,,,Standarddev,,-0.346912575,0.120348335,
12/13/2019,3166.649902,3182.679932,3156.51001,3168.800049,3168.800049,3736870000,7.2582E-05,,,280.2802297,,-0.116931575,0.013672993,
12/16/2019,3183.629883,3197.709961,3183.629883,3191.449951,3191.449951,4051790000,0.007147785,,,,,22.53297042,507.7347562,
12/17/2019,3195.399902,3198.219971,3191.030029,3192.52002,3192.52002,3837540000,0.000335292,,,,,23.60303942,557.1034701,
12/18/2019,3195.209961,3198.47998,3191.139893,3191.139893,3191.139893,4014080000,-0.0004323,,,,,22.22291242,493.8578366,
12/19/2019,3192.320068,3205.47998,3192.320068,3205.370117,3205.370117,3720450000,0.004459292,,,,,36.45313642,1328.831155,
12/20/2019,3223.330078,3225.649902,3216.030029,3221.219971,3221.219971,6454270000,0.004944781,,,,,52.30299042,2735.602807,
12/23/2019,3226.050049,3227.780029,3222.300049,3224.01001,3224.01001,3060610000,0.000866144,,,,,55.09302942,3035.241891,
12/24/2019,3225.449951,3226.429932,3220.51001,3223.379883,3223.379883,1296540000,-0.000195448,,,,,54.46290242,2966.207741,
12/26/2019,3227.199951,3240.080078,3227.199951,3239.909912,3239.909912,2160680000,0.005128167,,,,,70.99293142,5039.996312,
12/27/2019,3247.22998,3247.929932,3234.370117,3240.02002,3240.02002,2428670000,3.39849E-05,,,,,71.10303942,5055.642215,
12/30/2019,3240.090088,3240.919922,3216.570068,3221.290039,3221.290039,3013290000,-0.005780823,,,,,52.37305842,2742.937249,
12/31/2019,3215.179932,3231.719971,3212.030029,3230.780029,3230.780029,2893810000,0.002946022,,,,,61.86304842,3827.03676,
1/2/2020,3244.669922,3258.139893,3235.530029,3257.850098,3257.850098,3458250000,0.008378803,,,,,88.93311742,7909.099375,
1/3/2020,3226.360107,3246.149902,3222.340088,3234.850098,3234.850098,3461290000,-0.007059871,,,,,65.93311742,4347.175973,
1/6/2020,3217.550049,3246.840088,3214.639893,3246.280029,3246.280029,3674070000,0.003533373,,,,,77.36304842,5985.041262,
1/7/2020,3241.860107,3244.909912,3232.429932,3237.179932,3237.179932,3420380000,-0.002803238,,,,,68.26295142,4659.830537,
1/8/2020,3238.590088,3267.070068,3236.669922,3253.050049,3253.050049,3720890000,0.004902451,,,,,84.13306842,7078.373203,
1/9/2020,3266.030029,3275.580078,3263.669922,3274.699951,3274.699951,3638390000,0.006655262,,,,,105.7829704,11190.03683,
1/10/2020,3281.810059,3282.98999,3260.860107,3265.350098,3265.350098,3212970000,-0.002855179,,,,,96.43311742,9299.346136,
1/13/2020,3271.129883,3288.129883,3268.429932,3288.129883,3288.129883,3456380000,0.006976215,,,,,119.2129024,14211.7161,
1/14/2020,3285.350098,3294.25,3277.189941,3283.149902,3283.149902,3665130000,-0.001514533,,,,,114.2329214,13049.16034,
1/15/2020,3282.27002,3298.659912,3280.689941,3289.290039,3289.290039,3716840000,0.001870197,,,,,120.3730584,14489.67319,
1/16/2020,3302.969971,3317.110107,3302.820068,3316.810059,3316.810059,3535080000,0.008366553,,,,,147.8930784,21872.36265,
1/17/2020,3323.659912,3329.879883,3318.860107,3329.620117,3329.620117,3698170000,0.003862162,,,,,160.7031364,25825.49806,
1/21/2020,3321.030029,3329.790039,3316.610107,3320.790039,3320.790039,4105340000,-0.002651978,,,,,151.8730584,23065.42588,
1/22/2020,3330.02002,3337.77002,3320.040039,3321.75,3321.75,3619850000,0.000289076,,,,,152.8330194,23357.93183,
1/23/2020,3315.77002,3326.879883,3301.870117,3325.540039,3325.540039,3764860000,0.001140977,,,,,156.6230584,24530.78243,
1/24/2020,3333.100098,3333.179932,3281.530029,3295.469971,3295.469971,3707130000,-0.009042161,,,,,126.5529904,16015.65939,
1/27/2020,3247.159912,3258.850098,3234.5,3243.629883,3243.629883,3823100000,-0.015730712,,,,,74.71290242,5582.017789,
1/28/2020,3255.350098,3285.780029,3253.219971,3276.23999,3276.23999,3526720000,0.010053584,,,,,107.3230094,11518.22835,
1/29/2020,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3584500000,-0.000866874,,,,,104.4829214,10916.68087,
1/30/2020,3256.449951,3285.909912,3242.800049,3283.659912,3283.659912,3787250000,0.003134359,,,,,114.7429314,13165.94031,
1/31/2020,3282.330078,3282.330078,3214.679932,3225.52002,3225.52002,4527830000,-0.01770582,,,,,56.60303942,3203.904072,
2/3/2020,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922,3757910000,0.007254614,,,,,80.00294142,6400.470637,
2/4/2020,3280.610107,3306.919922,3280.610107,3297.590088,3297.590088,3995320000,0.014980414,,,,,128.6731074,16556.76857,
2/5/2020,3324.909912,3337.580078,3313.75,3334.689941,3334.689941,4117730000,0.011250596,,,,,165.7729604,27480.67441,
2/6/2020,3344.919922,3347.959961,3334.389893,3345.780029,3345.780029,3868370000,0.003325673,,,,,176.8630484,31280.5379,
2/7/2020,3335.540039,3341.419922,3322.120117,3327.709961,3327.709961,3730650000,-0.005400854,,,,,158.7929804,25215.21063,
2/10/2020,3318.280029,3352.26001,3317.77002,3352.090088,3352.090088,3450350000,0.007326398,,,,,183.1731074,33552.38728,
2/11/2020,3365.870117,3375.629883,3352.719971,3357.75,3357.75,3760550000,0.001688473,,,,,188.8330194,35657.90923,
2/12/2020,3370.5,3381.469971,3369.719971,3379.449951,3379.449951,3926380000,0.006462646,,,,,210.5329704,44324.13164,
2/13/2020,3365.899902,3385.090088,3360.52002,3373.939941,3373.939941,3498240000,-0.001630446,,,,,205.0229604,42034.4143,
2/14/2020,3378.080078,3380.689941,3366.149902,3380.159912,3380.159912,3398040000,0.001843533,,,,,211.2429314,44623.57608,
2/18/2020,3369.040039,3375.01001,3355.610107,3370.290039,3370.290039,3746720000,-0.002919943,,,,,201.3730584,40551.10866,
2/19/2020,3380.389893,3393.52002,3378.830078,3386.149902,3386.149902,3600150000,0.004705786,,,,,217.2329214,47190.14215,
2/20/2020,3380.449951,3389.149902,3341.02002,3373.22998,3373.22998,4007320000,-0.00381552,,,,,204.3129994,41743.80173,
2/21/2020,3360.5,3360.76001,3328.449951,3337.75,3337.75,3899270000,-0.010518103,,,,,168.8330194,28504.58845,
2/24/2020,3257.610107,3259.810059,3214.649902,3225.889893,3225.889893,4842960000,-0.033513627,,,,,56.97291242,3245.91275,
2/25/2020,3238.939941,3246.98999,3118.77002,3128.209961,3128.209961,5591510000,-0.030279996,,,,,-40.70701958,1657.061443,
2/26/2020,3139.899902,3182.51001,3108.98999,3116.389893,3116.389893,5478110000,-0.00377854,,,,,-52.52708758,2759.094929,
2/27/2020,3062.540039,3097.070068,2977.389893,2978.76001,2978.76001,7058840000,-0.044163243,,,,,-190.1569706,36159.67346,
2/28/2020,2916.899902,2959.719971,2855.840088,2954.219971,2954.219971,8563850000,-0.00823834,,,,,-214.6970096,46094.80592,
3/2/2020,2974.280029,3090.959961,2945.189941,3090.22998,3090.22998,6376400000,0.046039229,,,,,-78.68700058,6191.64406,
3/3/2020,3096.459961,3136.719971,2976.629883,3003.370117,3003.370117,6355940000,-0.028107896,,,,,-165.5468636,27405.76404,
3/4/2020,3045.75,3130.969971,3034.379883,3130.120117,3130.120117,5035480000,0.042202591,,,,,-38.79686358,1505.196623,
3/5/2020,3075.699951,3083.040039,2999.830078,3023.939941,3023.939941,5575550000,-0.033922077,,,,,-144.9770396,21018.342,
3/6/2020,2954.199951,2985.929932,2901.540039,2972.370117,2972.370117,6552140000,-0.017053852,,,,,-196.5468636,38630.66958,
3/9/2020,2863.889893,2863.889893,2734.429932,2746.560059,2746.560059,8423050000,-0.075969697,,,,,-422.3569216,178385.3692,
3/10/2020,2813.47998,2882.590088,2734,2882.22998,2882.22998,7635960000,0.049396306,,,,,-286.6870006,82189.4363,
3/11/2020,2825.600098,2825.600098,2707.219971,2741.379883,2741.379883,7374110000,-0.048868445,,,,,-427.5370976,182787.9698,
3/12/2020,2630.860107,2660.949951,2478.860107,2480.639893,2480.639893,8829380000,-0.095112681,,,,,-688.2770876,473725.3493,
3/13/2020,2569.98999,2711.330078,2492.370117,2711.02002,2711.02002,8258670000,0.09287125,,,,,-457.8969606,209669.6265,
3/16/2020,2508.590088,2562.97998,2380.939941,2386.129883,2386.129883,7781540000,-0.119840552,,,,,-782.7870976,612755.6401,
3/17/2020,2425.659912,2553.929932,2367.040039,2529.189941,2529.189941,8358500000,0.059954849,,,,,-639.7270396,409250.6852,
3/18/2020,2436.5,2453.570068,2280.52002,2398.100098,2398.100098,8755780000,-0.051830762,,,,,-770.8168826,594158.6665,
3/19/2020,2393.47998,2466.969971,2319.780029,2409.389893,2409.389893,7946710000,0.004707808,,,,,-759.5270876,576881.3968,
3/20/2020,2431.939941,2453.01001,2295.560059,2304.919922,2304.919922,9044690000,-0.043359512,,,,,-863.9970586,746490.9172,
3/23/2020,2290.709961,2300.72998,2191.860107,2237.399902,2237.399902,7402180000,-0.029293868,,,,,-931.5170786,867724.0677,
3/24/2020,2344.439941,2449.709961,2344.439941,2447.330078,2447.330078,7547350000,0.09382774,,,,,-721.5869026,520687.658,
3/25/2020,2457.77002,2571.419922,2407.530029,2475.560059,2475.560059,8285670000,0.011535012,,,,,-693.3569216,480743.8207,
3/26/2020,2501.290039,2637.01001,2500.719971,2630.070068,2630.070068,7753160000,0.062414163,,,,,-538.8469126,290355.9952,
3/27/2020,2555.870117,2615.909912,2520.02002,2541.469971,2541.469971,6194330000,-0.033687352,,,,,-627.4470096,393689.7498,
3/30/2020,2558.97998,2631.800049,2545.280029,2626.649902,2626.649902,5746220000,0.033516009,,,,,-542.2670786,294053.5845,
3/31/2020,2614.689941,2641.389893,2571.149902,2584.590088,2584.590088,6568290000,-0.016012722,,,,,-584.3268926,341437.9174,
4/1/2020,2498.080078,2522.75,2447.48999,2470.5,2470.5,5947900000,-0.04414243,,,,,-698.4169806,487786.2788,
4/2/2020,2458.540039,2533.219971,2455.790039,2526.899902,2526.899902,6454990000,0.022829347,,,,,-642.0170786,412185.9292,
4/3/2020,2514.919922,2538.179932,2459.959961,2488.649902,2488.649902,6087190000,-0.015137125,,,,,-680.2670786,462763.2982,
4/6/2020,2578.280029,2676.850098,2574.570068,2663.679932,2663.679932,6391860000,0.070331319,,,,,-505.2370486,255264.4753,
4/7/2020,2738.649902,2756.889893,2657.669922,2659.409912,2659.409912,7040720000,-0.001603053,,,,,-509.5070686,259597.4529,
4/8/2020,2685,2760.75,2663.300049,2749.97998,2749.97998,5856370000,0.034056453,,,,,-418.9370006,175508.2105,
4/9/2020,2776.98999,2818.570068,2762.360107,2789.820068,2789.820068,7880140000,0.01448741,,,,,-379.0969126,143714.4691,
4/13/2020,2782.459961,2782.459961,2721.169922,2761.629883,2761.629883,5274310000,-0.010104661,,,,,-407.2870976,165882.7799,
4/14/2020,2805.100098,2851.850098,2805.100098,2846.060059,2846.060059,5567400000,0.030572589,,,,,-322.8569216,104236.5918,
4/15/2020,2795.639893,2801.879883,2761.540039,2783.360107,2783.360107,5203390000,-0.022030439,,,,,-385.5568736,148654.1028,
4/16/2020,2799.340088,2806.51001,2764.320068,2799.550049,2799.550049,5179990000,0.00581669,,,,,-369.3669316,136431.9301,
4/17/2020,2842.429932,2879.219971,2830.879883,2874.560059,2874.560059,5792140000,0.026793595,,,,,-294.3569216,86645.99728,
4/20/2020,2845.620117,2868.97998,2820.429932,2823.159912,2823.159912,5220160000,-0.017881048,,,,,-345.7570686,119547.9505,
4/21/2020,2784.810059,2785.540039,2727.100098,2736.560059,2736.560059,5075830000,-0.030674796,,,,,-432.3569216,186932.5076,
4/22/2020,2787.889893,2815.100098,2775.949951,2799.310059,2799.310059,5049660000,0.022930248,,,,,-369.6069216,136609.2765,
4/23/2020,2810.419922,2844.899902,2794.26001,2797.800049,2797.800049,5756520000,-0.000539422,,,,,-371.1169316,137727.7769,
4/24/2020,2812.639893,2842.709961,2791.76001,2836.73999,2836.73999,5374480000,0.013918057,,,,,-332.1769906,110341.5531,
4/27/2020,2854.649902,2887.719971,2852.889893,2878.47998,2878.47998,5194260000,0.01471407,,,,,-290.4370006,84353.6513,
4/28/2020,2909.959961,2921.149902,2860.709961,2863.389893,2863.389893,5672880000,-0.00524238,,,,,-305.5270876,93346.80124,
4/29/2020,2918.459961,2954.860107,2912.159912,2939.51001,2939.51001,6620140000,0.026583916,,,,,-229.4069706,52627.55815,
4/30/2020,2930.909912,2930.909912,2892.469971,2912.429932,2912.429932,6523120000,-0.009212446,,,,,-256.4870486,65785.60609,
5/1/2020,2869.090088,2869.090088,2821.610107,2830.709961,2830.709961,4753160000,-0.028059034,,,,,-338.2070196,114383.9881,
5/4/2020,2815.01001,2844.23999,2797.850098,2842.73999,2842.73999,4723140000,0.004249827,,,,,-326.1769906,106391.4292,
5/5/2020,2868.879883,2898.22998,2863.550049,2868.439941,2868.439941,5129590000,0.009040556,,,,,-300.4770396,90286.45131,
5/6/2020,2883.139893,2891.110107,2847.649902,2848.419922,2848.419922,4861920000,-0.00697941,,,,,-320.4970586,102718.3646,
5/7/2020,2878.26001,2901.919922,2876.47998,2881.189941,2881.189941,5164640000,0.011504631,,,,,-287.7270396,82786.8493,
5/8/2020,2908.830078,2932.159912,2902.879883,2929.800049,2929.800049,4857160000,0.016871539,,,,,-239.1169316,57176.90697,
5/11/2020,2915.459961,2944.25,2903.439941,2930.189941,2930.189941,4807320000,0.000133078,,,,,-238.7270396,56990.59942,
5/12/2020,2939.5,2945.820068,2869.590088,2870.120117,2870.120117,5107710000,-0.020500317,,,,,-298.7968636,89279.56568,
5/13/2020,2865.860107,2874.139893,2793.149902,2820,2820,6143130000,-0.017462725,,,,,-348.9169806,121743.0593,
5/14/2020,2794.540039,2852.800049,2766.639893,2852.5,2852.5,5641920000,0.011524823,,,,,-316.4169806,100119.7056,
5/15/2020,2829.949951,2865.01001,2816.780029,2863.699951,2863.699951,5477040000,0.003926363,,,,,-305.2170296,93157.43514,
5/18/2020,2913.860107,2968.090088,2913.860107,2953.909912,2953.909912,6364290000,0.031501192,,,,,-215.0070686,46228.03954,
5/19/2020,2948.590088,2964.209961,2922.350098,2922.939941,2922.939941,4969330000,-0.010484399,,,,,-245.9770396,60504.704,
5/20/2020,2953.629883,2980.290039,2953.629883,2971.610107,2971.610107,4992970000,0.0166511,,,,,-197.3068736,38930.00236,
5/21/2020,2969.949951,2978.5,2938.570068,2948.51001,2948.51001,4966940000,-0.007773596,,,,,-220.4069706,48579.23268,
5/22/2020,2948.050049,2956.76001,2933.590088,2955.449951,2955.449951,3952800000,0.002353711,,,,,-213.4670296,45568.17272,
5/26/2020,3004.080078,3021.719971,2988.169922,2991.77002,2991.77002,5837060000,0.012289184,,,,,-177.1469606,31381.04564,
5/27/2020,3015.649902,3036.25,2969.75,3036.129883,3036.129883,6371230000,0.014827297,,,,,-132.7870976,17632.41328,
5/28/2020,3046.610107,3068.669922,3023.399902,3029.72998,3029.72998,5402670000,-0.002107915,,,,,-139.1870006,19373.02113,
5/29/2020,3025.169922,3049.169922,2998.610107,3044.310059,3044.310059,7275080000,0.004812336,,,,,-124.6069216,15526.8849,
6/1/2020,3038.780029,3062.179932,3031.540039,3055.72998,3055.72998,4673410000,0.003751235,,,,,-113.1870006,12811.2971,
6/2/2020,3064.780029,3081.070068,3051.639893,3080.820068,3080.820068,5187230000,0.008210833,,,,,-88.09691258,7761.066005,
6/3/2020,3098.899902,3130.939941,3098.899902,3122.870117,3122.870117,5989560000,0.013648979,,,,,-46.04686358,2120.313645,
6/4/2020,3111.560059,3128.909912,3090.409912,3112.350098,3112.350098,6428130000,-0.003368702,,,,,-56.56688258,3199.812204,
6/5/2020,3163.840088,3211.719971,3163.840088,3193.929932,3193.929932,8617590000,0.026211651,,,,,25.01295142,625.647739,
6/8/2020,3199.919922,3233.129883,3196,3232.389893,3232.389893,8437380000,0.012041579,,,,,63.47291242,4028.810612,
6/9/2020,3213.320068,3222.709961,3193.110107,3207.179932,3207.179932,6382620000,-0.007799171,,,,,38.26295142,1464.053452,
6/10/2020,3213.419922,3223.27002,3181.48999,3190.139893,3190.139893,6570840000,-0.005313091,,,,,21.22291242,450.4120118,
6/11/2020,3123.530029,3123.530029,2999.48999,3002.100098,3002.100098,7018890000,-0.058944059,,,,,-166.8168826,27827.87231,
6/12/2020,3071.040039,3088.419922,2984.469971,3041.310059,3041.310059,5832250000,0.013060844,,,,,-127.6069216,16283.52643,
6/15/2020,2993.76001,3079.76001,2965.659912,3066.590088,3066.590088,5740660000,0.008312217,,,,,-102.3268926,10470.79294,
6/16/2020,3131,3153.449951,3076.060059,3124.73999,3124.73999,5829240000,0.018962398,,,,,-44.17699058,1951.606496,
6/17/2020,3136.129883,3141.159912,3108.030029,3113.48999,3113.48999,4549390000,-0.0036003,,,,,-55.42699058,3072.151284,
6/18/2020,3101.639893,3120,3093.51001,3115.340088,3115.340088,4429030000,0.00059422,,,,,-53.57689258,2870.483418,
6/19/2020,3140.290039,3155.530029,3083.110107,3097.73999,3097.73999,8327780000,-0.005649495,,,,,-71.17699058,5066.163987,
6/22/2020,3094.419922,3120.919922,3079.389893,3117.860107,3117.860107,4665380000,0.006495095,,,,,-51.05687358,2606.804339,
6/23/2020,3138.699951,3154.899902,3127.120117,3131.290039,3131.290039,4704830000,0.00430742,,,,,-37.62694158,1415.786732,
6/24/2020,3114.399902,3115.01001,3032.129883,3050.330078,3050.330078,5587200000,-0.025855146,,,,,-118.5869026,14062.85346,
6/25/2020,3046.600098,3086.25,3024.01001,3083.76001,3083.76001,4815420000,0.010959447,,,,,-85.15697058,7251.709638,
6/26/2020,3073.199951,3073.72998,3004.629883,3009.050049,3009.050049,8098120000,-0.024226905,,,,,-159.8669316,25557.43581,
6/29/2020,3018.590088,3053.889893,2999.73999,3053.23999,3053.23999,4462770000,0.014685678,,,,,-115.6769906,13381.16615,
6/30/2020,3050.199951,3111.51001,3047.830078,3100.290039,3100.290039,4696280000,0.015409876,,,,,-68.62694158,4709.65711,
